[odo1] [odo2] [x] [y] 
-0.000000 0.000000 0.670410 0.232126
-0.000000 0.000000 0.670410 0.232126
-0.000000 0.000000 0.670410 0.232126
-0.000000 0.000000 0.670410 0.232126
-0.000000 0.000000 0.670410 0.232126
-0.000000 0.000000 0.670410 0.232126
-0.000000 0.000000 0.670410 0.232126
-0.000000 0.000000 0.670410 0.232126
-0.000000 0.000000 0.670410 0.232126
-0.000000 0.000000 0.670410 0.232126
-0.000000 0.000000 0.670410 0.232126
-0.000000 0.000000 0.670410 0.232126
-0.000000 0.000000 0.670410 0.232126
-0.000000 0.000000 0.670410 0.232126
-0.000000 0.000000 0.670410 0.232126
-0.000000 0.038350 0.670410 0.232126
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.000000 0.670412 0.232136
-0.000000 0.038350 0.670412 0.232136
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.000000 0.670413 0.232146
-0.000000 0.038350 0.670413 0.232146
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.000000 0.670415 0.232158
-0.000000 0.038350 0.670415 0.232158
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.000000 0.670416 0.232168
-0.000000 0.038350 0.670416 0.232168
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.000000 0.670418 0.232178
-0.000000 0.038350 0.670418 0.232178
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.000000 0.670422 0.232204
-0.000000 0.038350 0.670422 0.232204
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
-0.000000 0.000000 0.670424 0.232214
0.153398 0.191748 0.670424 0.232214
0.153398 0.230097 0.670431 0.232265
0.191748 0.230097 0.670440 0.232321
0.153398 0.191748 0.670449 0.232383
0.153398 0.766990 0.670457 0.232434
2.032525 0.766990 0.670477 0.232566
3.374758 1.112136 0.670540 0.232979
3.374758 0.690291 0.670639 0.233620
3.681554 0.690291 0.670737 0.234232
4.333496 0.958738 0.670841 0.234870
4.333496 1.188835 0.670998 0.235800
6.327671 0.843689 0.671264 0.237299
7.286409 0.498544 0.671626 0.239202
7.248059 0.000000 0.672043 0.241204
7.094661 -0.038350 0.672482 0.243120
7.171360 0.076699 0.672952 0.244987
7.248059 0.038350 0.673467 0.246874
6.749516 0.115049 0.674018 0.248740
7.056312 0.613592 0.674584 0.250524
7.631555 0.997088 0.675242 0.252472
7.133011 1.265534 0.676024 0.254652
7.363108 1.725728 0.676821 0.256752
7.478157 2.070874 0.677717 0.259005
7.056312 1.802427 0.678677 0.261312
6.826214 1.725728 0.679597 0.263435
7.056312 2.032525 0.680546 0.265538
7.094661 2.492719 0.681573 0.267731
6.979612 2.492719 0.682710 0.270072
6.787865 2.569418 0.683866 0.272377
6.634467 2.569418 0.685007 0.274582
7.171360 3.144661 0.686183 0.276790
7.746603 3.029612 0.687480 0.279159
7.784953 1.457282 0.688888 0.281657
8.206798 0.460194 0.690189 0.283881
8.666991 -0.153398 0.691396 0.285852
9.855826 -0.268447 0.692633 0.287768
10.047574 -0.038350 0.694064 0.289860
9.625730 -0.230097 0.695651 0.292042
9.664079 0.038350 0.697203 0.294054
10.507769 -0.076699 0.699000 0.296246
10.661166 -0.421845 0.701228 0.298788
10.891264 -0.613592 0.703586 0.301280
11.198060 -1.112136 0.705599 0.303258
11.006312 -1.303884 0.708025 0.305465
10.622817 -1.265534 0.710791 0.307761
10.814565 -0.651942 0.713420 0.309744
10.431069 0.306796 0.716493 0.311853
10.239322 0.766990 0.719953 0.314016
9.664079 0.766990 0.722649 0.315574
8.858739 1.265534 0.725247 0.316981
8.743690 2.185923 0.728174 0.318467
8.398545 2.224272 0.731132 0.319882
7.516506 2.416020 0.734057 0.321209
7.631555 3.144661 0.736898 0.322435
7.286409 3.029612 0.739910 0.323679
6.749516 3.259709 0.742866 0.324851
7.017962 3.604855 0.745479 0.325851
6.289321 3.873302 0.748137 0.326837
6.020875 4.180098 0.750982 0.327864
5.368933 3.988350 0.753892 0.328893
5.445632 4.180098 0.756543 0.329815
5.637379 4.832039 0.759335 0.330773
5.292234 4.947088 0.763031 0.332025
5.599030 4.640292 0.765999 0.333024
5.867476 4.793690 0.769193 0.334091
6.174273 4.678641 0.773106 0.335381
5.982525 4.486894 0.777684 0.336861
5.944176 4.256797 0.781726 0.338138
5.867476 4.678641 0.785668 0.339353
5.368933 4.448545 0.789668 0.340560
5.867476 4.678641 0.793383 0.341662
6.135923 4.793690 0.798086 0.343034
5.177185 4.525243 0.802102 0.344180
6.327671 5.522331 0.805569 0.345154
5.560680 4.832039 0.809838 0.346340
4.870389 5.100486 0.814451 0.347606
4.908739 5.138835 0.817753 0.348507
4.371845 5.100486 0.821650 0.349574
4.716991 5.483981 0.825701 0.350692
4.640292 5.522331 0.830431 0.352018
4.947088 5.445632 0.834852 0.353276
5.177185 5.637379 0.839623 0.354651
5.675729 5.253884 0.844590 0.356095
5.483981 4.832039 0.850081 0.357693
5.867476 4.716991 0.853848 0.358778
5.483981 4.410195 0.858412 0.360073
6.020875 5.062137 0.862905 0.361322
5.407282 4.985437 0.868144 0.362749
5.829127 5.330583 0.872181 0.363833
5.177185 4.678641 0.876585 0.365007
5.522331 5.215535 0.881712 0.366360
4.716991 5.177185 0.886359 0.367575
4.678641 5.330583 0.890637 0.368696
5.023787 5.790778 0.894203 0.369639
4.333496 5.368933 0.898438 0.370772
4.832039 5.867476 0.901295 0.371547
4.716991 5.560680 0.904595 0.372454
5.062137 5.368933 0.907580 0.373285
5.100486 5.407282 0.910414 0.374079
5.330583 5.330583 0.913114 0.374838
5.483981 5.177185 0.916347 0.375748
5.560680 5.138835 0.919142 0.376534
5.599030 5.368933 0.921905 0.377308
5.599030 4.985437 0.924797 0.378115
5.062137 4.755341 0.927700 0.378921
5.253884 5.292234 0.930270 0.379631
5.407282 5.752428 0.933091 0.380409
4.755341 4.947088 0.936046 0.381225
4.141748 5.407282 0.939067 0.382063
5.368933 5.867476 0.942408 0.382999
4.755341 5.330583 0.945284 0.383815
4.563593 5.407282 0.947864 0.384551
4.947088 5.714078 0.950181 0.385217
5.637379 5.714078 0.951697 0.385655
5.253884 5.714078 0.953309 0.386123
5.253884 4.947088 0.954940 0.386596
5.023787 4.947088 0.956405 0.387022
5.253884 5.138835 0.957813 0.387431
5.253884 5.752428 0.959278 0.387855
5.790778 5.752428 0.960942 0.388339
5.483981 5.599030 0.962665 0.388840
5.483981 5.253884 0.964319 0.389321
4.908739 5.253884 0.965908 0.389783
5.445632 5.675729 0.967668 0.390295
5.445632 5.752428 0.969316 0.390775
5.599030 5.752428 0.970971 0.391259
5.407282 5.407282 0.972626 0.391743
5.407282 5.368933 0.974228 0.392211
5.100486 5.368933 0.975849 0.392685
4.908739 5.905826 0.977389 0.393136
4.908739 5.714078 0.979026 0.393617
4.832039 5.714078 0.980600 0.394082
4.525243 5.637379 0.982203 0.394558
4.525243 5.483981 0.983694 0.395004
4.486894 5.483981 0.985146 0.395440
4.486894 5.675729 0.986580 0.395874
4.486894 5.483981 0.988093 0.396334
4.295146 5.483981 0.989557 0.396783
4.180098 5.253884 0.991020 0.397234
4.180098 5.483981 0.992404 0.397663
4.755341 5.483981 0.993776 0.398091
4.870389 5.292234 0.995272 0.398561
4.870389 4.755341 0.996764 0.399032
4.985437 4.755341 0.998178 0.399478
5.368933 4.601943 0.999600 0.399926
5.368933 4.486894 1.001093 0.400395
5.292234 4.486894 1.002606 0.400868
5.560680 4.525243 1.004064 0.401322
5.560680 4.793690 1.005569 0.401788
5.599030 4.793690 1.007100 0.402259
5.368933 4.678641 1.008652 0.402734
5.138835 4.525243 1.010163 0.403195
5.138835 4.333496 1.011671 0.403653
4.908739 4.333496 1.013130 0.404095
4.908739 4.295146 1.014516 0.404512
4.908739 4.141748 1.015889 0.404924
4.793690 4.141748 1.017471 0.405397
4.755341 4.065049 1.018835 0.405803
4.755341 4.256797 1.020188 0.406203
4.793690 4.256797 1.021552 0.406606
4.448545 4.065049 1.022906 0.407004
4.218447 3.758253 1.024208 0.407386
4.218447 3.719903 1.025421 0.407741
4.180098 3.719903 1.026649 0.408099
3.988350 3.719903 1.027828 0.408441
3.988350 3.950001 1.029298 0.408868
3.796602 4.486894 1.031092 0.409387
4.026700 4.755341 1.032694 0.409853
3.988350 4.716991 1.034381 0.410345
3.528156 4.716991 1.036007 0.410823
3.604855 4.832039 1.037587 0.411290
4.065049 5.253884 1.039180 0.411766
3.643204 5.138835 1.040931 0.412294
3.873302 5.560680 1.042614 0.412806
3.873302 6.327671 1.044373 0.413349
4.218447 6.481069 1.046212 0.413924
4.525243 6.481069 1.048231 0.414566
4.141748 6.404370 1.050407 0.415269
4.486894 6.979612 1.052816 0.416061
4.870389 7.631555 1.055419 0.416935
4.601943 7.669904 1.057770 0.417739
4.218447 7.286409 1.059993 0.418515
4.256797 7.439807 1.062322 0.419346
4.563593 7.439807 1.064680 0.420205
3.950001 6.672816 1.067087 0.421102
3.950001 6.097574 1.069128 0.421877
3.451457 6.557768 1.071113 0.422643
4.563593 6.902914 1.073026 0.423393
4.870389 5.829127 1.075153 0.424243
4.716991 5.829127 1.077083 0.425021
4.716991 5.292234 1.079039 0.425815
5.905826 5.483981 1.080843 0.426551
6.481069 5.714078 1.082947 0.427410
6.481069 5.062137 1.085176 0.428316
6.174273 4.525243 1.087252 0.429155
5.982525 4.410195 1.090168 0.430319
5.982525 4.563593 1.092307 0.431162
6.634467 4.601943 1.094491 0.432014
6.711166 4.371845 1.096649 0.432847
6.366020 4.026700 1.098787 0.433659
5.867476 4.026700 1.100508 0.434304
6.174273 4.525243 1.101970 0.434846
6.174273 4.525243 1.103531 0.435419
6.135923 4.525243 1.105067 0.435978
6.366020 5.023787 1.106654 0.436551
6.366020 4.755341 1.108328 0.437150
5.905826 4.755341 1.109939 0.437723
5.330583 4.486894 1.111512 0.438278
5.330583 4.448545 1.112972 0.438790
5.599030 4.448545 1.114383 0.439284
6.174273 4.678641 1.115936 0.439823
6.174273 4.448545 1.117507 0.440365
5.982525 4.448545 1.119051 0.440893
5.714078 4.103399 1.120596 0.441417
5.714078 4.141748 1.122084 0.441917
6.020875 4.141748 1.123515 0.442394
6.481069 4.525243 1.124946 0.442866
6.481069 4.870389 1.126476 0.443366
6.404370 4.870389 1.128074 0.443884
5.829127 4.870389 1.129657 0.444392
5.829127 4.295146 1.131181 0.444878
5.675729 4.295146 1.132841 0.445403
6.059224 4.601943 1.134248 0.445844
6.059224 4.601943 1.135803 0.446328
6.557768 4.601943 1.137283 0.446785
6.250972 3.374758 1.138911 0.447282
6.250972 1.994175 1.140287 0.447697
5.599030 1.994175 1.141448 0.448040
5.944176 2.032525 1.142574 0.448365
5.944176 2.492719 1.143732 0.448692
5.944176 2.492719 1.144984 0.449036
5.368933 2.799515 1.146242 0.449375
5.368933 2.914563 1.147405 0.449683
4.755341 2.914563 1.148796 0.450044
4.180098 2.147573 1.149898 0.450326
4.180098 1.150486 1.150846 0.450565
4.026700 1.150486 1.151605 0.450753
3.259709 0.613592 1.152353 0.450935
3.259709 0.038350 1.152914 0.451069
2.032525 0.038350 1.153389 0.451180
1.265534 -0.153398 1.153697 0.451250
1.265534 -0.076699 1.153858 0.451287
0.536893 0.000000 1.154071 0.451334
0.115049 0.076699 1.154215 0.451366
-0.536893 0.230097 1.154269 0.451378
-0.460194 0.000000 1.154167 0.451355
-0.230097 -0.076699 1.154023 0.451323
-0.076699 -0.306796 1.153933 0.451303
-0.345146 -0.383495 1.153833 0.451280
-0.460194 0.038350 1.153641 0.451237
-0.191748 0.306796 1.153529 0.451212
0.076699 0.230097 1.153560 0.451219
0.345146 0.038350 1.153639 0.451237
0.153398 0.000000 1.153741 0.451260
-0.000000 -0.038350 1.153780 0.451269
-0.153398 -0.076699 1.153770 0.451267
-0.191748 0.000000 1.153712 0.451253
-0.076699 0.000000 1.153663 0.451242
-0.000000 0.000000 1.153644 0.451238
0.076699 0.000000 1.153644 0.451238
-0.000000 0.000000 1.153664 0.451243
-0.000000 0.000000 1.153664 0.451243
-0.038350 0.000000 1.153664 0.451243
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 0.000000 1.153654 0.451240
-0.000000 -0.038350 1.153654 0.451240
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
-0.000000 0.000000 1.153641 0.451237
